company,date,freq,when,Company Name,Bankruptcy_Year,UserID,Followers,Following,before_start,before_end,after_start,after_end,Date of Bankruptcy,Company Sector,comments,Public/Private Supporting URLs,number
A123Systems,03/10/2012,3,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-13
A123Systems,17/09/2012,3,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-29
A123Systems,18/09/2012,3,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-28
A123Systems,21/09/2012,3,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-25
A123Systems,25/09/2012,6,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-21
A123Systems,26/09/2012,5,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-20
A123Systems,27/09/2012,2,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-19
A123Systems,02/10/2012,6,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-14
A123Systems,03/11/2012,1,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,18
A123Systems,06/10/2012,2,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-10
A123Systems,16/10/2012,41,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,0
A123Systems,17/10/2012,10,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,1
A123Systems,18/10/2012,1,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,2
A123Systems,19/10/2012,1,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,3
A123Systems,12/10/2012,3,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-4
A123Systems,13/10/2012,1,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-3
A123Systems,22/10/2012,2,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,6
A123Systems,23/10/2012,1,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,7
A123Systems,24/10/2012,1,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,8
A123Systems,31/10/2012,2,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,15
A123Systems,02/11/2012,1,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,17
A123Systems,09/10/2012,3,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-7
A123Systems,10/10/2012,1,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-6
A123Systems,07/10/2012,1,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-9
A123Systems,08/10/2012,1,before,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,-8
A123Systems,06/11/2012,1,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,21
A123Systems,07/11/2012,1,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,22
A123Systems,14/11/2012,1,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,29
A123Systems,20/10/2012,1,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,4
A123Systems,09/11/2012,1,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,24
A123Systems,05/11/2012,1,after,A123 Systems,2012,51450323,1844,185,15/09/2012,15/10/2012,16/10/2012,15/11/2012,"October 16, 2012",Energy,NA,https://en.wikipedia.org/wiki/A123_Systems,20
Abengoa,30/01/2016,3,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-25
Abengoa,02/02/2016,1,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-22
Abengoa,25/01/2016,2,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-30
Abengoa,26/01/2016,8,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-29
Abengoa,27/01/2016,4,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-28
Abengoa,28/01/2016,2,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-27
Abengoa,29/01/2016,2,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-26
Abengoa,20/03/2016,3,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,25
Abengoa,05/02/2016,5,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-19
Abengoa,25/02/2016,7,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,1
Abengoa,26/02/2016,6,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,2
Abengoa,27/02/2016,4,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,3
Abengoa,28/02/2016,1,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,4
Abengoa,29/02/2016,2,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,5
Abengoa,01/03/2016,10,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,6
Abengoa,02/03/2016,1,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,7
Abengoa,03/03/2016,3,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,8
Abengoa,21/03/2016,3,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,26
Abengoa,22/03/2016,10,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,27
Abengoa,23/03/2016,8,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,28
Abengoa,24/03/2016,4,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,29
Abengoa,22/02/2016,2,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-2
Abengoa,12/03/2016,2,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,17
Abengoa,13/03/2016,2,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,18
Abengoa,14/03/2016,5,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,19
Abengoa,15/03/2016,5,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,20
Abengoa,16/03/2016,12,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,21
Abengoa,17/03/2016,4,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,22
Abengoa,18/03/2016,6,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,23
Abengoa,19/03/2016,4,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,24
Abengoa,04/03/2016,2,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,9
Abengoa,05/03/2016,1,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,10
Abengoa,09/03/2016,1,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,14
Abengoa,10/03/2016,5,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,15
Abengoa,11/03/2016,9,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,16
Abengoa,21/02/2016,1,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-3
Abengoa,06/02/2016,2,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-18
Abengoa,08/02/2016,7,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-16
Abengoa,09/02/2016,10,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-15
Abengoa,11/02/2016,3,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-13
Abengoa,12/02/2016,5,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-12
Abengoa,13/02/2016,1,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-11
Abengoa,14/02/2016,1,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-10
Abengoa,04/02/2016,12,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-20
Abengoa,15/02/2016,7,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-9
Abengoa,16/02/2016,2,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-8
Abengoa,03/02/2016,5,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-21
Abengoa,17/02/2016,7,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-7
Abengoa,19/02/2016,3,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-5
Abengoa,24/02/2016,8,after,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,0
Abengoa,18/02/2016,11,before,Abengoa,2016,111264632,19813,357,24/01/2016,23/02/2016,24/02/2016,25/03/2016,"February 24, 2016",Energy,NA,NA,-6
aeropostale,07/05/2016,103,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,3
aeropostale,08/05/2016,67,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,4
aeropostale,09/05/2016,96,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,5
aeropostale,11/05/2016,58,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,7
aeropostale,12/05/2016,93,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,8
aeropostale,13/05/2016,106,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,9
aeropostale,10/05/2016,104,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,6
aeropostale,06/05/2016,86,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,2
aeropostale,20/05/2016,102,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,16
aeropostale,21/05/2016,75,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,17
aeropostale,22/05/2016,54,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,18
aeropostale,23/05/2016,56,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,19
aeropostale,24/05/2016,107,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,20
aeropostale,25/05/2016,36,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,21
aeropostale,26/05/2016,41,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,22
aeropostale,14/05/2016,55,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,10
aeropostale,15/05/2016,38,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,11
aeropostale,16/05/2016,74,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,12
aeropostale,17/05/2016,66,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,13
aeropostale,18/05/2016,150,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,14
aeropostale,19/05/2016,135,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,15
aeropostale,04/05/2016,420,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,0
aeropostale,05/05/2016,225,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,1
aeropostale,04/04/2016,160,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-30
aeropostale,05/04/2016,181,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-29
aeropostale,06/04/2016,113,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-28
aeropostale,07/04/2016,634,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-27
aeropostale,08/04/2016,338,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-26
aeropostale,09/04/2016,134,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-25
aeropostale,10/04/2016,108,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-24
aeropostale,11/04/2016,57,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-23
aeropostale,12/04/2016,90,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-22
aeropostale,13/04/2016,113,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-21
aeropostale,14/04/2016,61,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-20
aeropostale,15/04/2016,128,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-19
aeropostale,16/04/2016,134,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-18
aeropostale,17/04/2016,65,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-17
aeropostale,18/04/2016,140,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-16
aeropostale,19/04/2016,76,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-15
aeropostale,20/04/2016,81,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-14
aeropostale,21/04/2016,136,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-13
aeropostale,22/04/2016,230,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-12
aeropostale,27/05/2016,60,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,23
aeropostale,28/05/2016,46,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,24
aeropostale,29/05/2016,35,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,25
aeropostale,30/05/2016,63,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,26
aeropostale,31/05/2016,180,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,27
aeropostale,01/06/2016,114,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,28
aeropostale,02/06/2016,125,after,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,29
aeropostale,01/05/2016,64,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-3
aeropostale,02/05/2016,167,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-2
aeropostale,30/04/2016,90,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-4
aeropostale,26/04/2016,125,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-8
aeropostale,23/04/2016,120,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-11
aeropostale,24/04/2016,80,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-10
aeropostale,25/04/2016,125,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-9
aeropostale,27/04/2016,179,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-7
aeropostale,28/04/2016,71,before,Aéropostale (clothing),2016,55592183,515531,588,03/04/2016,03/05/2016,04/05/2016,03/06/2016,"May 4, 2016",Consumer Discretionary,"but Delisted on April 22, 2016",NA,-6
